Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
951,Manuel Rodriguez\rodrima01,24,CHC,1,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
952,Jake Rogers\rogerja03,26,DET,127,0.339,116,0.344,0.257,4.70%,36.20%,8.70%,87.4,38.60%,27.10%,21.40%,34.30%,0.29,25.70%,47.10%,27.10%,0.1,-0.10%,1.5,34%,100%,40%
953,Josh Rogers\rogerjo01,26,WSN,14,0.054,-105,0,0,0.00%,28.60%,7.10%,64.8,0.00%,11.10%,55.60%,11.10%,2.5,22.20%,55.60%,22.20%,-0.3,0.00%,-2.9,0%,,
954,Trevor Rogers\rogertr01,23,MIA,46,0.095,-71,0.188,0,0.00%,58.70%,2.20%,72.1,11.10%,11.10%,61.10%,11.10%,2.75,22.20%,55.60%,22.20%,-0.6,-0.20%,-7.3,0%,,0%
955,Jose Rojas\rojasjo02,28,LAA,184,0.3,84,0.259,0.19,3.30%,27.20%,8.20%,89.8,44.10%,23.70%,34.70%,29.70%,0.55,32.20%,56.80%,11.00%,0.1,0.00%,-4.6,44%,67%,36%
956,Josh Rojas\rojasjo01,27,ARI,550,0.335,105,0.345,0.147,2.00%,24.90%,10.60%,87.9,31.10%,27.60%,49.00%,20.80%,0.97,27.40%,53.60%,19.10%,-0.4,-0.30%,1.2,33%,69%,57%
957,Miguel Rojas\rojasmi02,32,MIA,539,0.32,94,0.295,0.127,1.70%,13.70%,6.90%,86,32.90%,24.30%,45.20%,22.00%,0.83,25.10%,53.40%,21.50%,-0.1,0.10%,3,35%,81%,50%
958,Sal Romano\romansa01,27,TOT,2,0,-145,0,0,0.00%,50.00%,0.00%,41.6,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.5,,,
959,Sal Romano\romansa01,27,CIN,2,0,-145,0,0,0.00%,50.00%,0.00%,41.6,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.5,,,
960,Andrew Romine\rominan01,35,CHC,64,0.228,34,0.286,0.083,1.60%,37.50%,6.30%,79.1,16.70%,27.80%,50.00%,19.40%,1.06,25.00%,61.10%,13.90%,-0.1,0.00%,-5.5,43%,0%,50%
961,Austin Romine\rominau01,32,CHC,62,0.238,36,0.324,0.083,1.60%,35.50%,3.20%,87.3,35.10%,18.40%,52.60%,23.70%,1.11,21.10%,52.60%,26.30%,-0.6,-0.10%,-5.5,29%,,50%
962,Jose Rondon\rondojo02,27,STL,90,0.323,101,0.29,0.15,3.30%,18.90%,8.90%,84.4,33.80%,26.20%,30.80%,26.20%,0.47,27.70%,58.50%,13.80%,-0.3,-0.40%,-2.6,39%,100%,43%
963,Brent Rooker\rookebr01,26,MIN,213,0.307,93,0.264,0.196,4.20%,32.90%,7.00%,91,48.70%,28.60%,37.00%,31.90%,0.59,34.50%,45.40%,20.20%,-0.8,-0.30%,-6.7,30%,,39%
964,Ben Rortvedt\rortvbe01,23,MIN,98,0.226,34,0.211,0.112,3.10%,29.60%,6.10%,82.8,29.00%,21.00%,38.70%,27.40%,0.67,24.20%,67.70%,8.10%,-0.5,-0.10%,-9.2,26%,,75%
965,Amed Rosario\rosaram01,25,CLE,588,0.324,98,0.34,0.127,1.90%,20.40%,5.30%,88.8,43.90%,25.10%,51.40%,18.90%,1.06,19.10%,61.10%,19.80%,-0.2,0.00%,0.4,37%,100%,52%
966,Eddie Rosario\rosared01,29,TOT,412,0.322,95,0.273,0.177,3.40%,14.80%,6.30%,88,36.00%,24.70%,37.70%,28.70%,0.61,35.50%,50.00%,14.50%,0.6,0.70%,8.9,25%,79%,36%
967,Eddie Rosario\rosared01,29,CLE,306,0.303,84,0.28,0.134,2.30%,15.40%,5.60%,87.9,35.60%,25.30%,39.80%,26.10%,0.68,32.80%,51.00%,16.20%,-0.1,-0.10%,5,27%,82%,36%
968,Eddie Rosario\rosared01,29,ATL,106,0.377,127,0.25,0.302,6.60%,13.20%,8.50%,88.2,37.30%,22.90%,31.30%,36.10%,0.46,43.40%,47.00%,9.60%,0.8,0.80%,3.9,21%,67%,33%
969,Joe Ross\rossjo01,28,WSN,39,0.28,66,0.444,0,0.00%,35.90%,2.60%,68.9,13.00%,21.70%,43.50%,8.70%,1.43,8.70%,60.90%,30.40%,-0.3,-0.10%,-3,10%,,0%
970,Ramon Rosso\rossora01,25,PHI,1,,,,,0.00%,0.00%,0.00%,40,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.2,,,
971,Michael Rucker\ruckemi01,27,CHC,1,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
972,Darin Ruf\rufda01,34,SFG,312,0.403,154,0.344,0.248,5.10%,27.90%,14.70%,93,54.90%,29.50%,43.80%,23.30%,0.78,29.00%,55.10%,15.90%,1.7,1.00%,16.6,24%,100%,37%
973,Jose Ruiz\ruizjo01,26,CHW,1,0,-127,0,0,0.00%,0.00%,0.00%,77.1,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.1,,,
974,Keibert Ruiz\ruizke01,22,TOT,96,0.334,108,0.276,0.136,3.10%,9.40%,6.30%,86,30.40%,21.50%,43.00%,24.10%,0.76,38.00%,53.20%,8.90%,0,-0.10%,1.3,24%,,25%
975,Keibert Ruiz\ruizke01,22,LAD,7,0.287,70,0,0.429,14.30%,71.40%,0.00%,100.2,50.00%,0.00%,50.00%,50.00%,1,100.00%,0.00%,0.00%,-0.1,-0.10%,-1.1,,,
976,Keibert Ruiz\ruizke01,22,WSN,89,0.338,111,0.28,0.111,2.30%,4.50%,6.70%,85.6,29.90%,22.10%,42.90%,23.40%,0.75,36.40%,54.50%,9.10%,0.1,0.00%,2.4,24%,,25%
977,Rio Ruiz\ruizri01,27,TOT,141,0.234,30,0.209,0.104,2.10%,27.00%,8.50%,86.4,26.70%,15.60%,51.10%,26.70%,1.07,25.60%,56.70%,17.80%,-1.1,-0.60%,-13.1,26%,100%,63%
978,Rio Ruiz\ruizri01,27,BAL,101,0.251,44,0.207,0.133,3.00%,28.70%,8.90%,86.1,24.20%,17.70%,43.50%,29.00%,0.79,22.60%,58.10%,19.40%,-1,-0.60%,-10.4,32%,100%,60%
979,Rio Ruiz\ruizri01,27,COL,40,0.193,-7,0.214,0.029,0.00%,22.50%,7.50%,87.1,32.10%,10.70%,67.90%,21.40%,2.11,32.10%,53.60%,14.30%,-0.1,0.00%,-2.7,11%,,67%
980,Joe Ryan\ryanjo04,25,MIN,2,0,-124,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,0.00%,-0.8,,,
981,Kyle Ryan\ryanky01,29,CHC,2,0,-133,0,0,0.00%,0.00%,0.00%,75.6,0.00%,0.00%,50.00%,0.00%,1,0.00%,100.00%,0.00%,0,0.00%,-0.5,,,
982,Hyun Jin Ryu\ryuhy01,34,TOR,4,0,-128,0,0,0.00%,50.00%,0.00%,79.6,0.00%,100.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,-0.1,-0.10%,-0.8,,,
983,Chris Sale\salech01,32,BOS,1,0,-134,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,-0.10%,-0.2,,,
984,Adrian Sampson\sampsad01,29,CHC,11,0,-266,,0,0.00%,63.60%,0.00%,36.2,0.00%,0.00%,0.00%,0.00%,,0.00%,25.00%,75.00%,-0.1,0.00%,-1.3,,,0%
985,Aaron Sanchez\sanchaa01,28,SFG,10,0,-131,0,0,0.00%,70.00%,0.00%,72.5,0.00%,0.00%,66.70%,0.00%,2,0.00%,66.70%,33.30%,-0.2,-0.10%,-2.4,,,
986,Adrian Sanchez\sanchad01,30,WSN,38,0.272,64,0.29,0.057,0.00%,10.50%,7.90%,79.7,19.40%,19.40%,48.40%,16.10%,1,25.80%,61.30%,12.90%,-0.3,0.00%,-1.7,42%,,0%
987,Ali Sanchez\sanchal04,24,STL,4,0.622,316,0.5,0.5,0.00%,0.00%,0.00%,91.2,75.00%,75.00%,25.00%,0.00%,0.33,75.00%,25.00%,0.00%,0,0.00%,-0.3,0%,,0%
988,Gary Sanchez\sanchga02,28,NYY,440,0.315,96,0.23,0.219,5.20%,27.50%,11.80%,89.5,42.00%,20.60%,35.90%,31.30%,0.56,42.40%,43.90%,13.70%,-0.2,-0.30%,-6.4,28%,,36%
989,Jesus Sanchez\sanchje02,23,MIA,251,0.348,117,0.316,0.238,5.60%,31.10%,8.00%,90.2,42.70%,21.30%,46.70%,28.70%,0.88,31.30%,50.00%,18.70%,0.8,-0.10%,6.3,20%,0%,25%
990,Miguel Sanchez\sanchmi01,27,MIL,1,0,-134,0,0,0.00%,0.00%,0.00%,66.9,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,0,0.00%,-0.4,,,
991,Pablo Sandoval\sandopa01,34,ATL,86,0.293,68,0.205,0.164,4.70%,29.10%,12.80%,91.2,46.80%,27.10%,35.40%,27.10%,0.55,16.70%,66.70%,16.70%,0.8,0.40%,-1.3,32%,,0%
992,Patrick Sandoval\sandopa02,24,LAA,4,0.223,29,0.5,0,0.00%,50.00%,0.00%,89.8,50.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.1,100%,,100%
993,Reiver Sanmartin\sanmare01,25,CIN,6,0,-145,0,0,0.00%,83.30%,0.00%,89.8,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,0.00%,-2.1,,,
994,Miguel Sano\sanomi01,28,MIN,532,0.339,115,0.291,0.243,5.60%,34.40%,11.10%,93.4,56.10%,22.60%,39.20%,29.90%,0.65,33.10%,49.50%,17.40%,-1.7,-0.50%,-6.5,28%,67%,36%
995,Carlos Santana\santaca01,35,KCR,659,0.299,79,0.227,0.127,2.90%,15.50%,13.10%,89.9,42.00%,19.20%,45.30%,26.70%,0.83,35.80%,53.70%,10.50%,-0.8,0.70%,-12.3,25%,100%,30%
996,Danny Santana\santada01,30,BOS,127,0.271,57,0.198,0.164,3.90%,23.60%,7.90%,87.6,33.70%,12.80%,41.90%,34.90%,0.72,27.90%,48.80%,23.30%,-0.6,-0.50%,-0.7,37%,67%,67%
997,Dennis Santana\santade01,25,TOT,2,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
998,Dennis Santana\santade01,25,LAD,2,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
999,Edgar Santana\santaed01,29,ATL,1,0,-140,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
1000,Anthony Santander\santaan02,26,BAL,438,0.306,88,0.275,0.192,4.10%,23.10%,5.30%,90.5,43.70%,26.80%,34.80%,26.50%,0.54,32.30%,51.30%,16.50%,-2.8,-0.70%,-11.9,34%,50%,43%
1001,Tony Santillan\santito01,24,CIN,8,0.178,-36,0.2,0.143,0.00%,25.00%,0.00%,84.1,33.30%,33.30%,50.00%,0.00%,1.5,33.30%,50.00%,16.70%,-0.1,0.00%,-0.9,100%,,
1002,Josh Sborz\sborzjo01,27,TEX,1,0,-125,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
1003,Scott Schebler\schebsc01,30,LAA,34,0.158,-16,0.294,0.088,0.00%,50.00%,0.00%,83.9,23.50%,23.50%,35.30%,23.50%,0.55,17.60%,58.80%,23.50%,-0.3,-0.20%,-5.3,60%,,50%
1004,Max Scherzer\scherma01,36,TOT,63,0,-142,0,0,0.00%,44.40%,0.00%,79.6,23.50%,8.60%,65.70%,14.30%,2.88,8.60%,71.40%,20.00%,-1.2,-0.60%,-17.1,,,
1005,Max Scherzer\scherma01,36,WSN,37,0,-141,0,0,0.00%,35.10%,0.00%,79,29.20%,8.30%,70.80%,8.30%,4.25,12.50%,66.70%,20.80%,-0.8,-0.40%,-11.2,,,
1006,Max Scherzer\scherma01,36,LAD,26,0,-142,0,0,0.00%,57.70%,0.00%,81.2,10.00%,9.10%,54.50%,27.30%,1.5,0.00%,81.80%,18.20%,-0.4,-0.30%,-5.9,,,
1007,Clarke Schmidt\schmicl01,25,NYY,2,0.346,118,,0,0.00%,50.00%,50.00%,,,,,,,,,,0,0.00%,-0.1,0%,,0%
1008,Jonathan Schoop\schoojo01,29,DET,674,0.329,110,0.317,0.157,3.30%,19.70%,5.50%,88.1,40.20%,21.70%,48.40%,20.30%,0.94,27.80%,53.70%,18.50%,-0.9,-0.40%,4.2,33%,100%,40%
1009,Max Schrock\schroma01,26,CIN,134,0.349,104,0.333,0.16,2.20%,17.90%,6.00%,85.1,24.50%,31.40%,31.40%,28.40%,0.46,28.40%,50.00%,21.60%,0,-0.10%,3.1,39%,50%,20%
1010,Kyle Schwarber\schwaky01,28,TOT,471,0.404,156,0.306,0.288,6.80%,27.00%,13.60%,92.3,52.40%,20.80%,39.40%,33.60%,0.65,36.90%,48.90%,14.20%,2.7,1.80%,28.4,31%,50%,31%
1011,Kyle Schwarber\schwaky01,28,WSN,303,0.394,152,0.273,0.317,8.30%,29.00%,10.20%,92.2,52.00%,19.00%,41.90%,35.20%,0.72,35.80%,46.90%,17.30%,2.1,1.00%,15.9,22%,50%,28%
1012,Kyle Schwarber\schwaky01,28,BOS,168,0.421,163,0.364,0.231,4.20%,23.20%,19.60%,92.5,53.20%,24.20%,34.70%,30.50%,0.53,38.90%,52.60%,8.40%,0.5,0.80%,12.5,41%,,33%
1013,Frank Schwindel\schwifr01,29,TOT,259,0.41,159,0.348,0.264,5.40%,15.80%,6.20%,86.9,40.20%,22.40%,41.80%,26.90%,0.72,28.90%,52.70%,18.40%,2.4,0.00%,24,37%,67%,27%
1014,Frank Schwindel\schwifr01,29,OAK,20,0.29,84,0.143,0.2,5.00%,25.00%,0.00%,88,33.30%,13.30%,33.30%,40.00%,0.5,33.30%,33.30%,33.30%,0,0.00%,1.9,50%,,0%
1015,Frank Schwindel\schwifr01,29,CHC,239,0.421,165,0.364,0.27,5.40%,15.10%,6.70%,86.9,40.80%,23.10%,42.50%,25.80%,0.74,28.50%,54.30%,17.20%,2.4,0.00%,22.1,36%,67%,28%
1016,Corey Seager\seageco01,27,LAD,409,0.394,146,0.336,0.215,3.90%,16.10%,11.70%,91,49.30%,25.20%,46.60%,24.10%,0.87,28.60%,54.10%,17.20%,3,2.70%,30.8,26%,50%,35%
1017,Kyle Seager\seageky01,33,SEA,670,0.309,97,0.226,0.226,5.20%,24.00%,8.80%,88.7,40.10%,19.70%,32.70%,37.70%,0.49,32.50%,50.70%,16.80%,1.7,0.80%,15.3,24%,75%,30%
1018,Jean Segura\segurje01,31,PHI,567,0.35,115,0.317,0.146,2.50%,13.80%,6.90%,86.8,37.60%,22.70%,51.90%,19.00%,1.1,24.30%,54.40%,21.30%,0.9,0.20%,8.9,34%,75%,56%
1019,Sam Selman\selmasa01,30,TOT,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
1020,Sam Selman\selmasa01,30,SFG,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
1021,Marcus Semien\semiema01,30,TOR,724,0.37,130,0.276,0.273,6.20%,20.20%,9.10%,89.7,41.60%,23.20%,31.00%,36.70%,0.45,39.70%,47.90%,12.40%,1.4,0.80%,17.6,36%,94%,49%
1022,Antonio Senzatela\senzaan01,26,COL,51,0.046,-176,0.1,0,0.00%,37.30%,0.00%,55.8,9.40%,15.60%,28.10%,6.30%,1.13,6.30%,68.80%,25.00%,-1,-0.10%,-11.4,50%,,0%
1023,Nick Senzel\senzeni01,26,CIN,124,0.279,65,0.284,0.063,0.80%,12.90%,9.70%,88.9,39.60%,25.00%,45.80%,25.00%,0.85,26.00%,55.20%,18.80%,-0.2,-0.20%,-0.7,44%,29%,50%
1024,Pedro Severino\severpe01,27,BAL,419,0.306,87,0.314,0.135,2.60%,26.00%,8.10%,88.2,38.50%,28.00%,39.30%,20.40%,0.65,34.50%,51.30%,14.20%,-1.6,-0.10%,-10.3,18%,,19%
1025,Travis Shaw\shawtr01,31,TOT,250,0.295,75,0.243,0.173,3.60%,27.20%,9.60%,86.8,38.70%,24.50%,32.90%,29.00%,0.5,28.40%,56.10%,15.50%,0.1,0.00%,0.1,18%,,25%
1026,Travis Shaw\shawtr01,31,MIL,202,0.278,62,0.23,0.146,3.00%,25.30%,9.40%,87,38.80%,21.70%,35.70%,30.20%,0.57,27.10%,58.90%,14.00%,0.2,0.10%,-2.2,16%,,17%
1027,Travis Shaw\shawtr01,31,BOS,48,0.372,128,0.318,0.286,6.30%,35.40%,10.40%,85.8,38.50%,38.50%,19.20%,23.10%,0.25,34.60%,42.30%,23.10%,0,-0.10%,2.4,25%,,50%
1028,Gavin Sheets\sheetga01,25,CHW,179,0.36,127,0.264,0.256,6.20%,22.40%,8.90%,90.4,44.60%,19.80%,46.30%,24.00%,0.86,30.80%,49.20%,20.00%,0,-0.20%,8.3,26%,,24%
1029,Justus Sheffield\sheffju01,25,SEA,2,0.446,194,1,0,0.00%,50.00%,0.00%,98,100.00%,100.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,0,0.00%,0.1,0%,,
1030,James Sherfy\sherfji01,29,TOT,1,0,-133,0,0,0.00%,0.00%,0.00%,70.6,0.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.2,,,
1031,James Sherfy\sherfji01,29,LAD,1,0,-133,0,0,0.00%,0.00%,0.00%,70.6,0.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.2,,,
1032,Zack Short\shortza01,26,DET,184,0.231,39,0.165,0.141,3.30%,32.10%,12.00%,87.5,33.00%,19.40%,27.20%,38.80%,0.37,32.00%,50.50%,17.50%,-1.4,-0.10%,-15.4,40%,100%,43%
1033,Magneuris Sierra\sierrma01,25,MIA,225,0.256,40,0.302,0.038,0.00%,22.20%,6.70%,81.2,18.90%,24.40%,48.80%,13.80%,1,25.00%,52.50%,22.50%,-1.3,-0.40%,-15.3,43%,100%,61%
1034,Andrelton Simmons\simmoan01,31,MIN,451,0.253,54,0.256,0.051,0.70%,13.80%,7.10%,82.9,21.80%,21.80%,53.40%,16.40%,1.21,27.70%,58.20%,14.10%,-3.1,-0.50%,-24.4,27%,100%,42%
1035,Lucas Sims\simslu01,27,CIN,2,0,-145,0,0,0.00%,50.00%,0.00%,54.6,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.4,,,
1036,Jose Siri\sirijo01,25,HOU,49,0.399,152,0.4,0.304,8.20%,34.70%,2.00%,89.9,44.80%,27.60%,34.50%,31.00%,0.53,34.50%,58.60%,6.90%,0.4,0.10%,3.4,46%,75%,33%
1037,Chance Sisco\siscoch01,26,TOT,83,0.205,16,0.208,0.041,0.00%,25.30%,8.40%,81.7,9.60%,17.00%,49.10%,22.60%,1.04,30.20%,49.10%,20.80%,-1.1,-0.40%,-9.3,25%,,20%
1038,Chance Sisco\siscoch01,26,BAL,73,0.207,17,0.213,0.031,0.00%,24.70%,8.20%,81.6,8.50%,17.00%,48.90%,25.50%,1.05,25.50%,53.20%,21.30%,-0.9,-0.30%,-7.7,22%,,20%
1039,Chance Sisco\siscoch01,26,NYM,10,0.194,10,0.167,0.111,0.00%,30.00%,10.00%,82.3,20.00%,16.70%,50.00%,0.00%,1,66.70%,16.70%,16.70%,-0.2,-0.10%,-1.6,50%,,
1040,Tarik Skubal\skubata01,24,DET,3,0,-233,,0,0.00%,66.70%,0.00%,25.1,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,0.00%,-0.9,,,
1041,Austin Slater\slateau01,28,SFG,306,0.336,101,0.303,0.182,3.90%,27.50%,9.20%,86.5,41.60%,24.20%,50.50%,22.60%,1.04,25.30%,55.80%,18.90%,0.6,0.70%,-2,31%,88%,52%
1042,Caleb Smith\smithca03,29,ARI,25,0.159,-32,0.25,0.045,0.00%,56.00%,4.00%,59.9,11.10%,11.10%,33.30%,11.10%,1.5,11.10%,77.80%,11.10%,-0.3,0.00%,-4.1,50%,100%,0%
1043,Dominic Smith\smithdo02,26,NYM,493,0.295,81,0.298,0.119,2.20%,22.70%,6.50%,89,40.60%,27.60%,39.40%,28.50%,0.65,30.60%,54.40%,15.00%,-1.4,-0.60%,-12.9,23%,67%,39%
1044,Drew Smith\smithdr01,27,NYM,1,0,-128,0,0,0.00%,0.00%,0.00%,72.8,0.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.1,,,
1045,Kevan Smith\smithke04,33,TOT,106,0.198,-2,0.25,0.032,0.00%,29.30%,9.40%,87.5,34.40%,21.90%,56.30%,18.80%,1.29,34.40%,54.70%,10.90%,-1.7,-1.10%,-10.8,31%,,14%
1046,Kevan Smith\smithke04,33,TBR,5,0.223,25,0.5,0,0.00%,40.00%,0.00%,90,50.00%,50.00%,50.00%,0.00%,1,50.00%,50.00%,0.00%,-0.1,-0.10%,0.2,200%,,0%
1047,Kevan Smith\smithke04,33,ATL,101,0.197,-3,0.242,0.033,0.00%,28.70%,9.90%,87.4,33.90%,21.00%,56.50%,19.40%,1.3,33.90%,54.80%,11.30%,-1.6,-1.00%,-11,24%,,17%
1048,Kevin Smith\smithke05,24,TOR,36,0.182,1,0.1,0.094,2.80%,30.60%,8.30%,86.7,33.30%,4.80%,19.00%,47.60%,0.24,19.00%,61.90%,19.00%,-0.6,-0.20%,-6.2,17%,,0%
1049,Pavin Smith\smithpa04,25,ARI,545,0.323,96,0.319,0.137,2.00%,19.50%,7.70%,87.1,42.70%,23.40%,47.60%,22.40%,0.91,29.50%,54.50%,16.00%,0.1,-0.10%,-1.2,34%,100%,35%
1050,Riley Smith\smithri01,26,ARI,17,0.056,-104,0,0,0.00%,64.70%,0.00%,78.2,16.70%,16.70%,33.30%,33.30%,0.67,0.00%,50.00%,50.00%,-0.3,-0.10%,-3.4,,,
1051,Will Smith\smithwi05,26,LAD,501,0.374,131,0.274,0.237,5.00%,20.20%,11.60%,90.1,43.80%,21.60%,31.20%,41.40%,0.45,23.50%,58.60%,17.90%,1.5,0.60%,14.1,29%,100%,26%
1052,Drew Smyly\smylydr01,32,ATL,43,0.059,-108,0.136,0,0.00%,44.20%,0.00%,72.6,8.30%,8.30%,66.70%,8.30%,3.2,37.50%,45.80%,16.70%,-0.9,-0.60%,-11.3,0%,,
1053,Blake Snell\snellbl01,28,SDP,37,0.106,-63,0.235,0,0.00%,46.00%,0.00%,76.1,15.00%,30.00%,50.00%,0.00%,1.43,25.00%,50.00%,25.00%,-0.8,-0.60%,-8.3,25%,,50%
1054,Eric Sogard\sogarer01,35,CHC,180,0.259,49,0.293,0.065,0.60%,16.70%,5.00%,82.6,15.00%,20.60%,43.30%,27.00%,0.8,19.10%,61.00%,19.90%,-1.2,-1.10%,-11.5,30%,75%,36%
1055,Nick Solak\solakni01,26,TEX,511,0.303,90,0.292,0.12,2.20%,20.90%,6.70%,86.4,33.70%,20.00%,53.50%,19.70%,1.18,23.70%,57.70%,18.60%,-1.9,-0.40%,-11.1,31%,58%,58%
1056,Donovan Solano\solando01,33,SFG,344,0.344,112,0.321,0.124,2.00%,16.90%,7.30%,88.1,36.60%,28.30%,41.70%,27.20%,0.72,24.80%,56.30%,18.90%,0.8,0.60%,0.6,25%,100%,45%
1057,Jorge Soler\solerjo01,29,TOT,602,0.332,100,0.25,0.209,4.50%,23.60%,11.10%,91.1,46.80%,20.10%,41.40%,29.80%,0.71,36.00%,50.50%,13.50%,0.9,1.20%,7.8,29%,,23%
1058,Jorge Soler\solerjo01,29,KCR,360,0.296,77,0.229,0.179,3.60%,26.90%,10.60%,92.3,51.20%,18.70%,39.70%,32.70%,0.66,37.90%,52.30%,9.80%,-0.8,-0.50%,-3.5,28%,,14%
1059,Jorge Soler\solerjo01,29,ATL,242,0.385,133,0.278,0.255,5.80%,18.60%,12.00%,89.6,41.20%,21.80%,43.60%,26.10%,0.77,33.50%,48.20%,18.30%,1.7,1.70%,11.2,31%,,31%
1060,Edmundo Sosa\sosaed01,25,STL,326,0.339,118,0.326,0.118,1.80%,19.30%,5.20%,86.4,32.20%,22.40%,50.90%,21.50%,1.05,25.00%,56.10%,18.90%,-0.3,-0.40%,-1.4,31%,50%,50%
1061,Juan Soto\sotoju01,22,WSN,654,0.424,177,0.332,0.221,4.40%,14.20%,22.20%,93,52.80%,22.50%,52.90%,20.80%,1.12,21.70%,58.90%,19.30%,4.4,0.70%,65,30%,56%,38%
1062,Steven Souza Jr.\souzast01,32,LAD,36,0.237,35,0.222,0.182,2.80%,38.90%,5.60%,87.3,31.60%,15.80%,36.80%,42.10%,0.58,36.80%,42.10%,21.10%,0,0.00%,-3.7,14%,,0%
1063,George Springer\springe01,31,TOR,342,0.384,143,0.286,0.291,6.40%,23.10%,10.80%,89.4,41.60%,25.80%,32.60%,30.30%,0.48,36.20%,51.10%,12.70%,1.8,1.60%,19.1,38%,80%,33%
1064,Jacob Stallings\stallja01,31,PIT,427,0.32,96,0.297,0.123,1.90%,19.90%,11.50%,87.9,36.40%,27.10%,44.30%,23.40%,0.8,25.40%,59.80%,14.80%,2.2,0.50%,9.5,22%,,9%
1065,Craig Stammen\stammcr01,37,SDP,7,0.18,-36,0.5,0,0.00%,42.90%,0.00%,41.9,0.00%,25.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.7,0%,,0%
1066,Giancarlo Stanton\stantmi03,31,NYY,579,0.376,139,0.324,0.243,6.00%,27.10%,10.90%,95.1,56.30%,24.20%,45.50%,23.00%,0.84,25.30%,54.20%,20.50%,2.4,2.10%,19.1,17%,,17%
1067,Max Stassi\stassma01,30,LAA,319,0.331,106,0.325,0.184,4.10%,31.70%,8.80%,89.9,42.80%,23.60%,45.10%,26.40%,0.82,27.50%,61.00%,11.50%,-0.6,0.10%,-1.4,35%,,25%
1068,Justin Steele\steelju01,25,CHC,13,0.138,-35,0.222,0,0.00%,30.80%,0.00%,80,37.50%,22.20%,55.60%,0.00%,2.5,22.20%,66.70%,11.10%,-0.2,0.00%,-2.9,150%,,17%
1069,Tyler Stephenson\stephty01,24,CIN,402,0.355,106,0.333,0.146,2.50%,18.70%,10.20%,88.4,38.40%,27.90%,50.00%,18.60%,1,22.90%,51.80%,25.40%,0.6,0.10%,10.1,34%,,30%
1070,Andrew Stevenson\stevean01,27,WSN,213,0.282,72,0.307,0.109,2.40%,28.60%,6.10%,87.3,44.80%,24.60%,47.00%,18.70%,0.97,23.90%,59.70%,16.40%,0,-0.30%,-2.6,30%,50%,35%
1071,DJ Stewart\stewadj01,27,BAL,318,0.313,92,0.254,0.17,3.80%,28.00%,13.80%,87.3,34.30%,19.30%,34.80%,29.80%,0.54,29.40%,52.20%,18.30%,0.6,0.40%,-5,30%,,46%
1072,Kohl Stewart\stewako01,26,CHC,3,0.3,79,0.5,0,0.00%,33.30%,0.00%,87.3,50.00%,50.00%,50.00%,0.00%,1,0.00%,50.00%,50.00%,0,0.00%,0,0%,,
1073,Robert Stock\stockro01,31,TOT,4,0,-130,0,0,0.00%,50.00%,0.00%,89.1,50.00%,0.00%,50.00%,50.00%,1,0.00%,100.00%,0.00%,-0.1,-0.10%,-1,,,
1074,Robert Stock\stockro01,31,CHC,2,0,-133,0,0,0.00%,50.00%,0.00%,99.5,100.00%,0.00%,0.00%,100.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.2,,,
